Decade,Occupation,Total Weight,Female,Male
1910,the veterinarian,13335.0,0.0,1.0
1910,the waitstaff,165890.0,0.4081258665380674,0.5918741334619326
1910,the weaver,192956.0,0.4969474906196231,0.5030525093803768
1910,the welder,3105.0,0.0647342995169082,0.9352657004830918
1920,the accountant,124757.91999999995,0.1184353666685049,0.881564633331495
1920,the administrator,74515.56999999999,0.0639485143843092,0.936051485615691
1920,the architect,69119.02000000002,0.0237973570805836,0.9762026429194163
1920,the artist,34218.400000000016,0.4042693404717929,0.595730659528207
1920,the athlete,15018.420000000002,0.1092072268587508,0.8907927731412492
1920,the attendant,62909.3,0.5104340693665326,0.4895659306334675
1920,the auctioneer,5562.460000000002,0.0,1.0
1920,the author,6682.589999999998,0.4407512656021093,0.5592487343978907
1920,the bailiff,10159.769999999997,0.029278221849510302,0.9707217781504895
1920,the baker,103791.60999999996,0.0453604101526125,0.9546395898473876
1920,the bankteller,21149.12,0.10567390037977939,0.8943260996202206
1920,the bartender,24986.969999999987,0.0,1.0
1920,the blacksmith,201502.98999999985,0.0034885834696547,0.9965114165303454
1920,the boilermaker,71855.57,0.0028085505410366,0.9971914494589631
1920,the bookbinder,23322.61000000001,0.4991654021569627,0.5008345978430372
1920,the bootblack,15419.400000000003,0.0127482262604251,0.9872517737395748
1920,the broker,250066.6700000004,0.0404752460613802,0.9595247539386196
1920,the cabinetmaker,53201.57999999993,0.011423908838797599,0.9885760911612024
1920,the carpenter,847407.8099999962,0.0037031874889140006,0.996296812511086
1920,the cashier,84521.78999999998,0.6790661910969941,0.320933808903006
1920,the chemist,33138.73,0.0429744893663698,0.9570255106336302
1920,the chiropractor,5620.23,0.3277250219297075,0.6722749780702925
1920,the clergy,162608.4499999999,0.1647327675775768,0.8352672324224232
1920,the clerical,1280798.7700000005,0.3287712011153788,0.6712287988846212
1920,the clerk,127338.58000000002,0.0387317025209484,0.9612682974790516
1920,the compositor,149097.15000000072,0.074787881592639,0.925212118407361
1920,the conductor,143012.32999999993,0.0027991292778741,0.9972008707221258
1920,the conservationist,7512.98,0.0,1.0
1920,the constable,5739.099999999999,0.0351867017476607,0.9648132982523391
1920,the cook,199671.09999999995,0.4295048707599649,0.5704951292400351
1920,the craftsperson,75512.36,0.0067367779261567,0.9932632220738432
1920,the dancer,4180.040000000001,0.6822231366207021,0.3177768633792978
1920,the dentist,57529.44000000001,0.0178981404998901,0.98210185950011
1920,the designer,17112.15,0.3209935630531523,0.6790064369468476
1920,the dietitian,1638.03,0.9354285330549502,0.0645714669450498
1920,the doctor,135427.54000000015,0.0435881062300917,0.9564118937699084
1920,the doorkeeper,130369.54000000008,0.009420528752345,0.990579471247655
1920,the draftsperson,53407.62,0.0288603012079549,0.971139698792045
1920,the driver,545319.2299999992,0.006584015018139,0.993415984981861
1920,the economist,100.6,1.0,0.0
1920,the electrician,208692.13000000003,0.0081458749786108,0.9918541250213893
1920,the eletrotyper,4175.419999999999,0.0236431305114216,0.9763568694885784
1920,the engineer,468233.1599999999,0.0015112556317028003,0.9984887443682972
1920,the entertainer,27478.98000000002,0.4185024334964399,0.58149756650356
1920,the farmer,6721765.709999983,0.0447491616008736,0.9552508383991264
1920,the fireperson,194597.56999999995,0.0027593355867701003,0.99724066441323
1920,the gardener,46616.840000000026,0.0219191176407495,0.9780808823592504
1920,the geologist,2123.43,0.0467922182506604,0.9532077817493396
1920,the guard,130369.54000000008,0.009420528752345,0.990579471247655
1920,the housekeeper,2043550.420000003,0.9441414614081312,0.0558585385918688
1920,the huckster,47566.28999999999,0.0335657878720413,0.9664342121279587
1920,the inspector,109982.61000000002,0.0361253474526563,0.9638746525473436
1920,the instructor,29673.65,0.2927250270863207,0.7072749729136791
1920,the janitor,193861.98,0.2117405898773963,0.7882594101226037
1920,the jeweler,36630.00999999999,0.0711042666928019,0.928895733307198
1920,the judge,123292.16000000016,0.0088878319594692,0.9911121680405308
1920,the laborer,9248929.130000046,0.1106544817908013,0.8893455182091986
1920,the lawyer,123292.16000000016,0.0088878319594692,0.9911121680405308
1920,the librarian,548409.0299999999,0.5492442201398471,0.450755779860153
1920,the lumberjack,40120.24,0.0073018007868347,0.9926981992131652
1920,the machinist,825212.8999999989,0.0078791909336366,0.9921208090663634
1920,the mailperson,369152.92999999993,0.0719646732859468,0.9280353267140532
1920,the manager,2408908.6899999976,0.0682867726298086,0.9317132273701914
1920,the mason,125630.3299999997,0.0048215267762171,0.9951784732237828
1920,the mechanic,3528782.1699999957,0.3182373084819798,0.6817626915180202
1920,the midwife,4815.18,0.9786259288333977,0.0213740711666022
1920,the milliner,66717.79000000002,0.9712746780131656,0.0287253219868343
1920,the millwright,37806.31999999999,0.0079476129916902,0.9920523870083094
1920,the molder,133872.22999999986,0.0030291569805029,0.9969708430194973
1920,the musician,122727.34,0.5859311380821909,0.4140688619178091
1920,the newsperson,66137.63999999998,0.0961647558032007,0.9038352441967994
1920,the nurse,263307.9499999998,0.967345611858662,0.0326543881413379
1920,the nutritionist,1638.03,0.9354285330549502,0.0645714669450498
1920,the official,2375110.889999998,0.0653859197285732,0.9346140802714268
1920,the operator,539402.0300000007,0.4009629144332294,0.5990370855667706
1920,the optometrist,3531.26,0.0,1.0
1920,the osteopath,3776.62,0.2387319878621624,0.7612680121378376
1920,the painter,66436.70000000003,0.0684919630264597,0.9315080369735405
1920,the paperhanger,19156.870000000003,0.0342931804621527,0.9657068195378472
1920,the peddler,47566.28999999999,0.0335657878720413,0.9664342121279587
1920,the pharmacist,72940.63999999994,0.0368760131526128,0.9631239868473872
1920,the photographer,27897.900000000016,0.1750031364367926,0.8249968635632073
1920,the physician,135427.54000000015,0.0435881062300917,0.9564118937699084
1920,the physicist,203.34,0.0,1.0
1920,the pilot,818.19,0.0,1.0
1920,the plasterer,38017.95999999997,0.0027871037793716,0.9972128962206284
1920,the plumber,216152.55000000037,0.0028316112856406,0.9971683887143594
1920,the police,109591.01999999976,0.0148927348244409,0.985107265175559
1920,the porter,113492.69999999998,0.0125508512882326,0.9874491487117676
1920,the postmaster,30357.5,0.4402137857201679,0.5597862142798321
1920,the professor,30642.04,0.29620580091926,0.70379419908074
1920,the proprietor,2310526.8999999976,0.0646182608823987,0.9353817391176013
1920,the psychologist,100.6,1.0,0.0
1920,the retired,154056.6200000003,0.0701329809780325,0.9298670190219674
1920,the sailor,52810.03000000001,0.007446123397392501,0.9925538766026074
1920,the sales,1694446.4899999998,0.2972233251225301,0.7027766748774699
1920,the salesperson,146220.01,0.5266316149205571,0.4733683850794429
1920,the scientist,38475.93,0.06075902518795509,0.9392409748120448
1920,the secretary,669118.7300000002,0.908626634917244,0.0913733650827558
1920,the setter,62842.93000000002,0.0065517314358194,0.9934482685641806
1920,the sheriff,10159.769999999997,0.029278221849510302,0.9707217781504895
1920,the shoemaker,69264.03999999998,0.0476156169925982,0.9523843830074018
1920,the smith,69669.47000000002,0.0013476491209133,0.9986523508790869
1920,the soldier,246788.62000000212,0.0020742042319455,0.9979257957680544
1920,the statistician,2653.67,0.23113273315822994,0.7688672668417701
1920,the stereotyper,4175.419999999999,0.0236431305114216,0.9763568694885784
1920,the student,484566.9500000017,0.4850224927639002,0.5149775072360998
1920,the surgeon,135427.54000000015,0.0435881062300917,0.9564118937699084
1920,the surveyor,9274.9,0.0,1.0
1920,the tailor,214172.7600000008,0.176967323015307,0.8230326769846931
1920,the teacher,741073.0799999902,0.8373972240362563,0.1626027759637437
1920,the teamster,288690.9200000003,0.0048282779382184,0.9951717220617817
1920,the technician,13193.19,0.2653088449419738,0.7346911550580262
1920,the therapist,6369.540000000001,0.4918251553487379,0.5081748446512621
1920,the toolmaker,62842.93000000002,0.0065517314358194,0.9934482685641806
1920,the tradesperson,2304503.69,0.1055746367670167,0.8944253632329833
1920,the typesetter,149097.15000000072,0.074787881592639,0.925212118407361
1920,the unemployed,13568.649999999998,0.2303184178234386,0.7696815821765614
1920,the upholsterer,21355.390000000007,0.0376855679058073,0.9623144320941924
1920,the veterinarian,15216.6,0.0135036736195996,0.9864963263804004
1920,the waitstaff,215685.26999999984,0.48420682599233594,0.515793174007664
1920,the weaver,191621.5099999997,0.45924124071457323,0.5407587592854268
1920,the welder,26312.13000000001,0.0195951449008499,0.98040485509915
1930,the accountant,203376.6499999996,0.0973322158664726,0.9026677841335272
1930,the administrator,101644.03999999996,0.1113920698154068,0.8886079301845932
1930,the architect,100210.01999999986,0.022940819690485996,0.977059180309514
1930,the artist,54002.92999999989,0.3723357232653867,0.6276642767346133
1930,the athlete,25699.910000000003,0.1037921922683775,0.8962078077316223
1930,the attendant,189272.1800000001,0.2848036621124134,0.7151963378875866
1930,the auctioneer,4395.820000000001,0.0274078556446806,0.9725921443553197
1930,the author,11601.660000000016,0.4586714315020437,0.5413285684979563
1930,the bailiff,16001.39,0.0228948860067781,0.977105113993222
1930,the baker,143549.34000000116,0.0657927789845631,0.9342072210154369
1930,the bankteller,37063.06999999987,0.1499935110610107,0.8500064889389893
1930,the bartender,3045.48,0.0398722040532198,0.9601277959467802
1930,the blacksmith,127277.60000000018,0.0028235133283468,0.9971764866716532
1930,the boilermaker,48875.30999999999,0.0037163958653152,0.9962836041346848
1930,the bookbinder,23735.91000000008,0.4962721041662187,0.5037278958337814
1930,the bootblack,16929.060000000012,0.0143026251900577,0.9856973748099419
1930,the broker,441802.7500000026,0.0601592679085855,0.9398407320914144
1930,the cabinetmaker,58362.980000000025,0.0055901874784323,0.9944098125215676
1930,the carpenter,897021.4900000001,0.0041567120092072,0.9958432879907928
1930,the cashier,109582.40999999996,0.6918213424946577,0.3081786575053423
1930,the chemist,47286.25000000001,0.0533432023051098,0.9466567976948902
1930,the chiropractor,11292.059999999994,0.2154735274166095,0.7845264725833904
1930,the clergy,181951.52000000063,0.1434446384399531,0.8565553615600469
1930,the clerical,1567325.9600000067,0.3268310313701409,0.6731689686298591
1930,the clerk,161123.34999999998,0.0352213381859302,0.9647786618140696
1930,the compositor,186418.1000000024,0.0579417985699878,0.9420582014300122
1930,the conductor,111307.85000000024,0.0027492220899065,0.9972507779100936
1930,the conservationist,10672.979999999992,0.0190134339237963,0.9809865660762036
1930,the constable,9319.849999999984,0.0043605852025515,0.9956394147974486
1930,the cook,292719.6200000012,0.3931240755231905,0.6068759244768096
1930,the craftsperson,44201.63,0.0159833472204531,0.9840166527795468
1930,the dancer,8834.710000000003,0.8507692952004086,0.1492307047995915
1930,the dentist,71108.87000000058,0.0269184421015266,0.9730815578984734
1930,the designer,24714.830000000027,0.3609318777430393,0.6390681222569607
1930,the dietitian,5942.459999999999,0.9624835505834283,0.0375164494165715
1930,the doctor,152203.69000000227,0.0472842018481936,0.9527157981518064
1930,the doorkeeper,163478.84000000003,0.0123791556142678,0.987620844385732
1930,the draftsperson,77062.62999999996,0.0235682327478312,0.9764317672521688
1930,the driver,1075421.830000002,0.0064354375250128,0.9935645624749871
1930,the economist,735.98,0.19496453707981187,0.805035462920188
1930,the electrician,267417.9799999997,0.006190421451841,0.993809578548159
1930,the eletrotyper,7745.729999999998,0.0183727034120734,0.9816272965879264
1930,the engineer,569546.4499999996,0.0062894957909052,0.9937105042090948
1930,the entertainer,41019.75999999986,0.3903330979995988,0.6096669020004011
1930,the farmer,6079295.210001148,0.043652574983268404,0.9563474250167315
1930,the fireperson,186916.74000000028,0.00530519631361,0.99469480368639
1930,the gardener,120281.99999999996,0.0160536073560466,0.9839463926439532
1930,the geologist,3885.960000000002,0.03090098714346,0.96909901285654
1930,the guard,163478.84000000003,0.0123791556142678,0.987620844385732
1930,the housekeeper,2458151.7999999523,0.9458211287032792,0.054178871296720596
1930,the huckster,54999.21999999982,0.0344633978445513,0.9655366021554488
1930,the inspector,116564.57000000002,0.0530422751956276,0.9469577248043723
1930,the instructor,54561.00999999992,0.3345925964347063,0.6654074035652937
1930,the janitor,349316.12999999966,0.1771607569338412,0.8228392430661587
1930,the jeweler,38246.98000000002,0.0496577769016011,0.9503422230983989
1930,the judge,163872.00000000352,0.0233596343487595,0.9766403656512406
1930,the laborer,10210818.039999995,0.0858572375460735,0.9141427624539266
1930,the lawyer,163872.00000000352,0.0233596343487595,0.9766403656512406
1930,the librarian,654701.9199999988,0.6379443946032723,0.3620556053967275
1930,the lumberjack,38067.000000000015,0.015452754354165002,0.9845472456458352
1930,the machinist,646361.760000002,0.0093957136325638,0.990604286367436
1930,the mailperson,453103.0800000003,0.0596561162197351,0.9403438837802648
1930,the manager,3171824.6699999943,0.082286067848763,0.917713932151237
1930,the mason,173901.2100000057,0.0030077996582081,0.996992200341792
1930,the mathematician,244.22,0.4135615428711817,0.5864384571288184
1930,the mechanic,4120907.06000001,0.3023953614717025,0.6976046385282975
1930,the midwife,2976.0600000000004,0.9455790541857356,0.0544209458142644
1930,the milliner,40423.69999999981,0.8983766948596982,0.1016233051403018
